comment,author,date,score
Not even Cyberpunk lied this hard.,V.Cutsman,2022-03-17T20:01:10Z,0.195
Rip battlefield 👺,cuenta abandonada ( alphasniper se la come),2022-03-17T17:42:18Z,0.565
Oh how were we deceived!,DrUSSRBear,2022-03-17T11:51:56Z,0.444
"Watching this trailer now makes me cry. I remember watching this and then fantasizing how me and my friends will play like we did back in BF4. Battlefield was back. 

Now I watch this and realize that it was all a lie. If only the game was this trailer. It could have been so amazing. For the first time, I truly feel sad for myself regarding Battlefield. Thanks EA and DICE.",Heinrich Kreuser,2022-03-17T06:26:47Z,0.125
well.. there goes the hype..,Busta4Life,2022-03-17T02:05:25Z,0.0
I miss you what you could have been.,katalistic,2022-03-17T00:35:00Z,0.186
Game’s awesome. Should have never been released on ps4/xbox one.,CarloKHC,2022-03-16T23:35:01Z,0.0
I can’t wait for the next battlefield.,Artfull Podger,2022-03-16T20:58:39Z,0.302
So when this game gonna come?,Zynth,2022-03-16T16:14:25Z,0.0
"20,000 hopes and dreams used to live here. Now it's a ghost town.",Phantom98,2022-03-16T15:57:00Z,0.129
Lol this trailer didn’t age well,Perseus Love,2022-03-16T14:20:47Z,0.0
People are saying that the game is nothing like the trailer but a lot of the stuff that happens in this trailer also happens in the game itself,sword0115,2022-03-16T04:26:38Z,0.054
It’s because of this game is why I’m terrified of what’s gonna happen to the dead space remake,Daniel Surface,2022-03-16T02:59:55Z,0.342
"When I first saw this trailer I was overjoyed.
Now when I see it, I feel overwhelmingly sad.
Same things make us laugh, make us cry.",Jehnk,2022-03-15T18:25:35Z,0.214
They need to fix the visual effects of plane flying and slidding characters with no low-fat movement from far diatance,Bryan Tulloch,2022-03-15T15:23:23Z,0.104
the only thing ill give this game credit for is having the worst launch to an entertainment product. ever.,Joocey,2022-03-15T12:24:25Z,0.253
"I remember metal gear trailer, not too flashy ,but these days the game trailers seems to take up 80%  of the games budget. This is the only excuse I can think off",Uche Onye,2022-03-15T10:19:04Z,0.0
BATTLEBUG 2042, Huỳnh Minh Đức,2022-03-15T09:27:44Z,0.0
Remember how  when the rocket launches? I sure don’t….,Josh Ecksteen,2022-03-15T04:17:25Z,0.0
"RIP Battlefield, pls microsoft buy that great game.",Beholderlord,2022-03-15T03:03:52Z,0.2
I was so excited for this game and I thought it was a warzone killer but 😔,Zzor Mij,2022-03-14T22:27:32Z,0.125
"Duped by marketing...I'll admit, I was wrong. Blame it on the ""covid"" generation  of gaming.",UntotenKartoffel,2022-03-14T14:33:20Z,0.393
boy were we suckers or wat,Kyle,2022-03-14T08:46:58Z,0.398
"0:26
Soldier on the left: Yo yo yo you know who Joe is?
Soldier on the right: Uh who's Joe?
Soldier on the left: Joe Mama! AHAH-----",Gray,2022-03-14T03:49:35Z,0.0
Just came back to put a dislike.,rznkiller77,2022-03-14T02:30:02Z,0.302
RIP BF2042,Jack Chen,2022-03-14T02:14:30Z,0.0
"Was it really THAT HARD to just use the BF4 formula with an updated engine while using some of the movement mechanics from BF1 and BFV? Instead of going out their way with making a “hero shooter” that was never needed and extremely huge maps with lobby’s that have too many bots due to the ridiculous 128 players that need to be filled in. Why fix something that wasn’t broken? All that valuable CTE data from BF4 was just completely disregarded and used as toilet paper. Hype is a double-edged knife, DICE and EA need to leave the industry already.",Percy Calahorrano,2022-03-13T19:17:11Z,0.112
"I look at this trailer fondly but then look upon the product and feel sad, this trailer man…",The S.K.eletonHunter,2022-03-13T18:35:55Z,0.188
"""Don't be sad, this is just how it works out sometimes""",XKrulis,2022-03-13T16:13:30Z,0.0
Remember when this was one week old,Jerome Poles,2022-03-13T14:46:10Z,0.0
I am here just because I saw 3:15 this clip on FB!,Tabish Khan,2022-03-13T10:31:33Z,0.0
JOE MAMA!,game of space Gaming,2022-03-13T09:39:19Z,0.0
next game better be some miracle game thats is amazing or just remaster one of the old games if they want to keep a fanbase,Tank353,2022-03-13T09:31:40Z,0.0
Please add in bf4 assets to portal,Hybrid-R Racing,2022-03-13T06:13:11Z,0.0
"When the marketing team understands a game more than its developers, you know there'll be something fishy after being released.",Julio Víctor Manuel Schaeffer Manrique,2022-03-13T01:20:27Z,0.0
Sigh. What could have been,notmyrealname,2022-03-12T18:31:39Z,0.0
BuggyField 2021,WcHDICE,2022-03-12T18:01:32Z,0.0
Very good game thank you Electronic Arts,Ahmed Games,2022-03-12T17:54:29Z,0.0
8,فارس حمادة2022,2022-03-12T15:32:28Z,0.0
You almost got the year right.,Pedro Gonçalves,2022-03-12T15:23:00Z,0.0
it said game engine footage.... isnt this evidence you could suit them lol,G,2022-03-12T12:45:12Z,0.0
Can we play *THIS* instead of real game?,Recruit Five,2022-03-12T02:56:57Z,0.0
"Remember guys...its just the beta, the full game is gonna fix ""everything""",Bubba,2022-03-11T22:13:17Z,0.0
"I remember one dude who took this trailer and synced it with Seven Nation Army. Boy, were my hopes raised for this game then.",LouieAndiamX,2022-03-11T22:06:26Z,0.0
One of the coolest game engine trailers I've seen in a long time.,BrianTy007,2022-03-11T18:57:40Z,0.0
"Dont feel sad, thats how it works out sometimes…sorry dudes",Ma Ri,2022-03-11T18:23:40Z,0.0
Man….how did the trailer get it so right….but the devs get the game so wrong?,YEETBANDITBOI,2022-03-11T13:47:48Z,0.222
Y’all can still fix it there’s still hope,Tobi the guy,2022-03-11T11:10:20Z,0.0
I reported 350 times for the straight hour. That’s dedication!,B,2022-03-10T18:28:29Z,0.0
Can't wait until this actually comes out in 2042,eLordyy,2022-03-10T17:46:58Z,0.0
I knew something was up when i feel the trailer is a bit over-hyping when i watch this on its premiere...,AILEEN_aic,2022-03-10T15:49:02Z,0.0
Aged like milk,Lancer 6270,2022-03-10T11:33:40Z,0.0
No matter what Battelfield 3 The BEST Battlefield ever made !!!!,Inca,2022-03-10T05:39:26Z,0.207
Shame,Ian Jesse,2022-03-10T00:24:59Z,1.0
4:36,Cpt Macmillan,2022-03-09T23:26:15Z,0.0
The worst game I have played in the last 10 years.,Lukas P,2022-03-09T20:56:30Z,0.265
oh what could've been,Justin Fritz,2022-03-09T18:54:36Z,0.0
Epic as always,Lord Dragonots,2022-03-09T16:35:00Z,0.0
"its amazing how Expensive Arcade or ""ea"" will put more money producing the trailer rather than the game, and scam people 100$ for false advertising. 
this is my message to ea ""stop scamming and bullying the gaming community as a whole.""",Toxinomic371,2022-03-09T16:02:19Z,0.194
wth happened to battlefield,T D,2022-03-09T12:10:59Z,0.75
"DICE, you know the trailer hit the Russian newscast?",Khanivora,2022-03-09T06:12:24Z,0.0
When you enjoy more watching this trailer than playing the actual game,Kylian Bhoyrub,2022-03-08T12:21:26Z,0.0
"I was hyped like everyone else when i first saw this…

But now words can’t describe how dissapointed i am",Gouden Leeuw,2022-03-08T12:07:43Z,0.0
"“Consumers were unreasonable for expecting BF 2042 to be anything like this trailer.”
EA/DICE
😂",Joe X,2022-03-08T11:51:22Z,0.079
"Man, EA's should make better decisions I mean look at this, This could have been what BF2042 could have been if EA wasn't so relentless and money hungry. God I hope battlefield makes an epic comeback.",Urallded XD,2022-03-08T10:27:30Z,0.094
Best sean 3:20,sniper CODM,2022-03-08T06:20:45Z,0.0
Lies,OUR PETS HEADS ARE FALLING OFF!!!,2022-03-08T05:10:01Z,1.0
Where’s *THIS* game at?!,criminal,2022-03-08T04:42:35Z,0.0
"I actually thoroughly enjoy this game. I do encounter bugs pretty regularly and the lack of a scoreboard is pretty annoying. But heck. I've had a blast playing the last few months.

I admit I'm not too up to date on competitive FPS games as the last time I really played an FPS was like Half-Life 2 Deathmatch and Battlefield 2 lol. So maybe I'm missing something. But my wife and I have really been enjoying this and if everyone says there really should have been more in this game at launch, and should Dice decide to actually add everything everyone says we deserve then man I can't wait for what's to come.",Jawn Dough,2022-03-08T00:14:26Z,0.073
I don’t know why but watching this really makes me want to cry,Sum dude,2022-03-07T23:41:33Z,0.244
LIES,Jonathan Hauck,2022-03-07T16:55:50Z,1.0
"THAT FEELING WHEN
WHEN THEY ADDED GHOST OF KYIV INTO BATTLEFIELD 2042",Delofon,2022-03-07T16:53:26Z,0.362
"50,000 players used to live there……
Now it’s a ghost town……..",Aaden Nixon,2022-03-07T16:08:53Z,0.187
I am still going to give it a shot... After seeing some of the comments I see mixed reviews.... We will see... ❤😉👍,ANNETTE THE CRZY4THE80sGAL,2022-03-07T15:23:36Z,0.0
I was almost in tears of joy I could feel it watching this trailer and really loved the combat jet fighter scene that part made me almost lose my mind jumping out the chair and jumping up and down like I was at my kids graduation event or a amazing football game... I get so excited because a lot of these games are so new to me and shown to me by my kids or friends. Also to see what computers are now capable of doing with these realistic graphics... You find sometimes you form a bond to a particular game...... I haven't played this yet but I am planning on getting it to show on my channel.... Great Job with the Video....Can't wait to play the game...❤,ANNETTE THE CRZY4THE80sGAL,2022-03-07T15:21:32Z,0.059
Good trailer. Ukraine vs Russia,Sturmes,2022-03-07T12:20:06Z,0.0
Came back to this trailer just to remove my like,Best-Aaron26,2022-03-06T15:19:20Z,0.0
Our world in the future,M. E. Şahin,2022-03-06T09:43:18Z,0.0
"PSA: Some of us hate online gaming!! 
Probably would’ve sold just as much or better with an actual single player mode and not BR.",Byrdbino_ 95,2022-03-06T02:42:14Z,0.147
I cry every time.,HiddenOneSZN ,2022-03-06T01:31:02Z,0.508
"LIAR!!   
-Anakin Skywalker",Jack Rabbit,2022-03-05T21:29:57Z,0.698
i never buy again Battlefield,LeatherFace,2022-03-05T20:25:20Z,0.0
"Im gonna play B1 again, see yall in 6 months",Yahiko Sharanami,2022-03-05T12:25:32Z,0.0
THIS LOOKS LIKE BATTLEFIELD 2022 RUSSIA x UKRAINE LOL,Durio Utudinovic,2022-03-05T12:23:19Z,0.207
This is EASILY the coolest game trailer I've EVER seen and I've seen the SWTOR cinematic trailers 💯💯💯,gokujo_anime,2022-03-05T09:10:20Z,0.0
To anyone who got hyped over a cgi trailer you got what you deserved,Geovany Martinez,2022-03-04T18:36:55Z,0.0
why walk when you can fly,Dank,2022-03-04T13:47:37Z,0.0
"Who would have predicted Battlefield 2042 captured Ukrainian War so accurately
Climate Change
Non-Pat Fighters.
Battles in major cities.
Lots of rocket luanchers",EV Racing Channel,2022-03-04T11:11:31Z,0.352
Osam is this movie,Ahmar Hassan,2022-03-04T07:36:50Z,0.0
"Plot twist: The actual game we see in the trailer, it actually comes out in 2042..",Forgetz Z,2022-03-04T04:09:48Z,0.0
The game was gone but still i love this trailer,colonist K,2022-03-04T00:26:03Z,0.0
I will never trust you EA/DICE again. Old devs was left for better future in other Company. Battlefield will die like Medal of Honor....,Cekens,2022-03-04T00:12:57Z,0.243
This was a purposeful lie,Ace,2022-03-03T22:36:40Z,0.0
Anyone know where the big explosion at 1:36 is located? (Probably nonexistent like almost everything on this trailer),Deleted_User,2022-03-03T20:52:13Z,0.0
"3:15 - the moment someone in Russian media pooped their pants thinking it's Ghost of Kyiv, so they had to make a report about it being indeed ""fake"" :D :D",HardCR0W,2022-03-03T19:22:35Z,0.137
3:00 - 3:30 Ghost of Kyiv,Ivan Ivanov,2022-03-03T18:50:26Z,0.315
"3:00
'Ghost of Kyiv' destroys a Russian plane.
Kyiv. Ukraine. 2022. Colorized.",Gans Rusish,2022-03-03T16:07:20Z,0.371
"BF2042 is FUN & enjoying the direction its taken. 
BF1+BF5  weren't 4me cuz old era's.
So refreshing they listening to Fans that like the Specialist system now &  finally a Modern-futuristic BF = BF2042.  
So excited for when the rest the DLC's & Updates release. 
Especially when maps with more Dynamic's weather/disasters Amaze us.",Wayner The Gamer,2022-03-03T16:06:43Z,0.0
Yo when this game dropping?! XD,Landon Tucker,2022-03-02T20:27:41Z,0.0
Ifeel scamed,Redwill,2022-03-02T19:55:57Z,0.0
Just wanna remind everyone that everything in this trailer is in the game,Skabarfle Studios,2022-03-02T16:41:46Z,0.0
ESTAFA,Brian Rodríguez,2022-03-02T16:32:32Z,0.0
"i think we're watching the trailer for what its like to be the AI in the game, not a player",Corbin Smith,2022-03-02T15:57:47Z,0.0
"Battlefield Hardline (PS4) is on sale on the PSN Store until tonight only!!!!  The servers are filling up again after 7 years! No wonder! The game has one of the hardest bronze trophies of all time! Who can get 10,000 kills? (Must be in every good trophy collection!) A good story, great modes (pursuit, Bank robbery, team deathmatch, heli, motorbike, cross bike, sports car, etc.) are the hallmarks of this first-person shooter legend! Go for it and show what you can really do if you've had enough of patriotic soldier Shooters.Classic cop against criminals mode is what you need !!!  GamerRuck is online every day and wants to grab the 10,000 kills bronze trophy!  The games have begun !Become a shooter legend when you reach rank 150 !!!!!",GamerRuck,2022-03-02T14:22:01Z,0.114
With the latest updates being delayed again. Will the support for the game be delayed also? Or are we all heading to a brick wall??,Duncan Kirk,2022-03-02T14:10:30Z,0.149
Imagine the Russian military being a little bit of a fight 😂,King sexy Hansen,2022-03-02T13:17:45Z,0.211
Bet they wish they had just remastered the Bad Company games now.,Abarration,2022-03-02T04:20:50Z,0.216
3:02 ghost of kyiv is lookin different rn,Tootle,2022-03-02T02:00:17Z,0.247
Battlefield 2022 is much better,Chico Precious,2022-03-01T23:27:46Z,0.306
hhhhhhhhhh,Mostafa Yasser,2022-03-01T18:14:52Z,0.0
"""Bait and Switch"" that how Dice doing with this game",Vladimir Makarov,2022-03-01T12:08:40Z,0.0
I thought the indain's movies are too over untill i watched 3:23,karim jibaku,2022-03-01T07:21:00Z,0.0
"I'm waiting for this game, cyberpunk to come out. It's gonna be a fun year for gaming when they release.",KillWill72,2022-03-01T06:36:22Z,0.0
So many haters and for what? Be quiet and play something else should it bother you😭always will play battlefield no matter what(except hardline),Itsmeeeretr0,2022-03-01T03:43:05Z,0.347
POV: you’re in Kyiv,Enchet,2022-03-01T03:41:03Z,0.0
Trailer lied to us.I expected to play as a ground soldier.not some anime UWU girl,Snucks,2022-03-01T02:08:44Z,0.144
I always hate that trailers are better than the final game itself,TAURASII,2022-03-01T02:05:16Z,0.223
This game could’ve been so good. Remembering all that hype is frustrating,Rayan♦️,2022-03-01T01:28:36Z,0.174
The hype was real then .......,Ekosha's gaming,2022-02-28T22:39:26Z,0.0
Battlefield 2022 for me...,Max,2022-02-28T20:25:21Z,0.464
"3:16 

Ukrainian rendezook to get rid of a Russian fighter jet",Paulista,2022-02-28T02:09:24Z,0.0
"2:59

Ghost of Kyiv",Sir Darvy,2022-02-27T22:33:57Z,0.434
3:08 ghost of kyiv,joe joe,2022-02-27T22:13:38Z,0.434
"There are more people in this trailer, than there is players in the game on all three platforms",Alexander Efremov,2022-02-27T21:22:40Z,0.0
funny how now we got a prequel to this game irl BATTLEFIELD 2022,Lilboi Carti,2022-02-27T10:15:21Z,0.193
Not even close to BF 1.,Ігор Владіміров,2022-02-27T08:37:41Z,0.0
